<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,futures_price,<VOL>
SPFB.GOLD,D,20180404,000000,1338.8000000,1354.9000000,1338.6000000,1340.0000000,79794
SPFB.GOLD,D,20180405,000000,1339.9000000,1339.9000000,1328.5000000,1328.6000000,47372
SPFB.GOLD,D,20180406,000000,1330.3000000,1341.4000000,1325.8000000,1340.3000000,63283
SPFB.GOLD,D,20180409,000000,1338.3000000,1344.1000000,1332.4000000,1342.9000000,39918
SPFB.GOLD,D,20180410,000000,1341.6000000,1349.0000000,1338.7000000,1346.4000000,37062
SPFB.GOLD,D,20180411,000000,1347.0000000,1372.5000000,1347.0000000,1359.6000000,121484
SPFB.GOLD,D,20180412,000000,1359.0000000,1359.0000000,1339.4000000,1340.5000000,77028
SPFB.GOLD,D,20180413,000000,1342.0000000,1352.5000000,1335.9000000,1349.8000000,43660
SPFB.GOLD,D,20180416,000000,1349.3000000,1356.3000000,1346.0000000,1350.6000000,57786
SPFB.GOLD,D,20180417,000000,1350.8000000,1354.1000000,1342.2000000,1352.5000000,49392
SPFB.GOLD,D,20180418,000000,1352.5000000,1361.7000000,1347.9000000,1355.0000000,51280
SPFB.GOLD,D,20180419,000000,1356.4000000,1360.3000000,1344.4000000,1350.4000000,56237
SPFB.GOLD,D,20180420,000000,1348.7000000,1349.3000000,1339.5000000,1340.9000000,32273
SPFB.GOLD,D,20180423,000000,1340.0000000,1340.8000000,1326.8000000,1329.5000000,47029
SPFB.GOLD,D,20180424,000000,1329.9000000,1337.7000000,1327.7000000,1335.2000000,51156
SPFB.GOLD,D,20180425,000000,1335.2000000,1335.2000000,1322.2000000,1326.9000000,64500
SPFB.GOLD,D,20180426,000000,1328.4000000,1331.2000000,1319.1000000,1321.4000000,44114
SPFB.GOLD,D,20180427,000000,1321.5000000,1329.0000000,1319.3000000,1327.4000000,38772
SPFB.GOLD,D,20180428,000000,1328.0000000,1330.0000000,1322.5000000,1326.1000000,3081
SPFB.GOLD,D,20180430,000000,1324.6000000,1324.7000000,1314.1000000,1319.9000000,51322
SPFB.GOLD,D,20180502,000000,1318.3000000,1318.3000000,1307.8000000,1309.3000000,58331
SPFB.GOLD,D,20180503,000000,1309.6000000,1322.5000000,1309.6000000,1316.7000000,46040
SPFB.GOLD,D,20180504,000000,1315.8000000,1322.3000000,1311.9000000,1318.8000000,34196
SPFB.GOLD,D,20180507,000000,1318.5000000,1319.5000000,1313.7000000,1318.0000000,34389
SPFB.GOLD,D,20180508,000000,1317.4000000,1322.0000000,1309.8000000,1318.4000000,75354
SPFB.GOLD,D,20180510,000000,1318.1000000,1326.7000000,1314.3000000,1324.6000000,63004
SPFB.GOLD,D,20180511,000000,1324.4000000,1329.7000000,1321.0000000,1322.4000000,44320
SPFB.GOLD,D,20180514,000000,1322.8000000,1325.0000000,1315.8000000,1316.0000000,31228
SPFB.GOLD,D,20180515,000000,1315.7000000,1315.7000000,1291.8000000,1293.1000000,113219
SPFB.GOLD,D,20180516,000000,1293.4000000,1299.2000000,1288.0000000,1294.2000000,58324
SPFB.GOLD,D,20180517,000000,1293.6000000,1295.4000000,1287.8000000,1294.2000000,48404
SPFB.GOLD,D,20180518,000000,1293.6000000,1296.8000000,1289.1000000,1294.1000000,25212
SPFB.GOLD,D,20180521,000000,1294.0000000,1295.9000000,1285.3000000,1295.8000000,31474
SPFB.GOLD,D,20180522,000000,1295.8000000,1299.5000000,1290.6000000,1293.9000000,41241
SPFB.GOLD,D,20180523,000000,1293.7000000,1307.0000000,1290.5000000,1296.5000000,62369
SPFB.GOLD,D,20180524,000000,1297.5000000,1310.6000000,1297.5000000,1308.4000000,52707
SPFB.GOLD,D,20180525,000000,1307.0000000,1311.0000000,1302.5000000,1304.2000000,43055
SPFB.GOLD,D,20180528,000000,1302.4000000,1303.8000000,1298.9000000,1302.0000000,22127
SPFB.GOLD,D,20180529,000000,1300.7000000,1309.7000000,1295.7000000,1302.3000000,90658
SPFB.GOLD,D,20180530,000000,1301.8000000,1307.6000000,1299.0000000,1305.6000000,32560
SPFB.GOLD,D,20180531,000000,1305.7000000,1309.3000000,1299.4000000,1300.5000000,39424
SPFB.GOLD,D,20180601,000000,1301.0000000,1302.6000000,1291.8000000,1295.7000000,37093
SPFB.GOLD,D,20180604,000000,1295.6000000,1300.3000000,1292.4000000,1294.5000000,34802
SPFB.GOLD,D,20180605,000000,1295.3000000,1302.2000000,1290.6000000,1298.4000000,42062
SPFB.GOLD,D,20180606,000000,1298.4000000,1304.0000000,1296.1000000,1298.5000000,34554
SPFB.GOLD,D,20180607,000000,1298.4000000,1305.0000000,1296.7000000,1299.4000000,29124
SPFB.GOLD,D,20180608,000000,1298.9000000,1302.1000000,1296.1000000,1300.0000000,26981
SPFB.GOLD,D,20180609,000000,1300.3000000,1301.0000000,1299.5000000,1300.7000000,1121
SPFB.GOLD,D,20180611,000000,1308.8000000,1312.3000000,1304.5000000,1311.2000000,490
SPFB.GOLD,D,20180613,000000,1310.0000000,1310.0000000,1302.2000000,1308.0000000,3501
SPFB.GOLD,D,20180614,000000,1309.2000000,1318.5000000,1309.2000000,1312.0000000,11491
SPFB.GOLD,D,20180615,000000,1311.0000000,1311.0000000,1285.1000000,1289.7000000,7883
SPFB.GOLD,D,20180618,000000,1289.5000000,1293.0000000,1280.2000000,1287.4000000,13290
SPFB.GOLD,D,20180619,000000,1287.8000000,1292.3000000,1280.2000000,1284.4000000,8260
SPFB.GOLD,D,20180620,000000,1284.0000000,1287.0000000,1273.0000000,1277.2000000,26973
SPFB.GOLD,D,20180621,000000,1277.2000000,1280.1000000,1270.4000000,1277.2000000,58557
SPFB.GOLD,D,20180622,000000,1278.5000000,1281.4000000,1276.5000000,1278.3000000,20899
SPFB.GOLD,D,20180625,000000,1278.3000000,1280.0000000,1273.2000000,1274.2000000,38466
SPFB.GOLD,D,20180626,000000,1274.0000000,1274.0000000,1263.6000000,1267.4000000,49336
SPFB.GOLD,D,20180627,000000,1267.0000000,1269.4000000,1259.8000000,1261.2000000,34694
SPFB.GOLD,D,20180628,000000,1261.0000000,1263.0000000,1254.5000000,1256.3000000,37417
SPFB.GOLD,D,20180629,000000,1257.4000000,1263.8000000,1256.3000000,1260.0000000,43425
SPFB.GOLD,D,20180702,000000,1259.5000000,1259.5000000,1246.9000000,1248.3000000,46864
SPFB.GOLD,D,20180703,000000,1249.8000000,1266.0000000,1249.4000000,1263.5000000,67733
SPFB.GOLD,D,20180704,000000,1263.5000000,1270.4000000,1262.2000000,1266.1000000,36994
SPFB.GOLD,D,20180705,000000,1265.5000000,1268.7000000,1259.5000000,1264.7000000,43884
SPFB.GOLD,D,20180706,000000,1264.7000000,1267.5000000,1261.7000000,1263.4000000,21823
SPFB.GOLD,D,20180709,000000,1264.0000000,1274.2000000,1264.0000000,1266.1000000,42844
SPFB.GOLD,D,20180710,000000,1266.1000000,1266.1000000,1255.4000000,1263.4000000,68780
SPFB.GOLD,D,20180711,000000,1263.1000000,1263.1000000,1249.2000000,1249.5000000,49585
SPFB.GOLD,D,20180712,000000,1250.3000000,1255.4000000,1248.4000000,1253.3000000,34332
SPFB.GOLD,D,20180713,000000,1252.8000000,1252.8000000,1243.0000000,1248.1000000,46461
SPFB.GOLD,D,20180716,000000,1248.9000000,1252.1000000,1245.1000000,1247.8000000,29457
SPFB.GOLD,D,20180717,000000,1248.0000000,1251.9000000,1232.7000000,1233.1000000,78290
SPFB.GOLD,D,20180718,000000,1233.1000000,1235.0000000,1227.1000000,1233.8000000,40510
SPFB.GOLD,D,20180719,000000,1233.5000000,1235.9000000,1217.4000000,1229.9000000,89241
SPFB.GOLD,D,20180720,000000,1230.4000000,1238.9000000,1227.9000000,1236.8000000,57121
SPFB.GOLD,D,20180723,000000,1235.5000000,1238.7000000,1228.3000000,1230.1000000,38472
SPFB.GOLD,D,20180724,000000,1230.0000000,1235.2000000,1223.8000000,1231.3000000,37667
SPFB.GOLD,D,20180725,000000,1231.9000000,1240.6000000,1231.4000000,1236.7000000,49972
SPFB.GOLD,D,20180726,000000,1236.0000000,1236.9000000,1227.6000000,1228.8000000,37109
SPFB.GOLD,D,20180727,000000,1229.2000000,1232.2000000,1222.6000000,1228.0000000,44213
SPFB.GOLD,D,20180730,000000,1227.5000000,1230.5000000,1224.7000000,1226.4000000,22895
SPFB.GOLD,D,20180731,000000,1227.0000000,1233.4000000,1218.5000000,1228.5000000,71505
SPFB.GOLD,D,20180801,000000,1228.1000000,1229.5000000,1220.8000000,1221.0000000,37421
SPFB.GOLD,D,20180802,000000,1222.1000000,1223.4000000,1212.3000000,1212.6000000,48356
SPFB.GOLD,D,20180803,000000,1212.2000000,1224.7000000,1208.6000000,1218.7000000,69118
SPFB.GOLD,D,20180806,000000,1218.3000000,1218.3000000,1211.0000000,1212.5000000,45012
SPFB.GOLD,D,20180807,000000,1212.9000000,1220.4000000,1212.9000000,1215.8000000,38187
SPFB.GOLD,D,20180808,000000,1216.3000000,1220.3000000,1210.0000000,1217.4000000,68296
SPFB.GOLD,D,20180809,000000,1217.8000000,1223.0000000,1214.0000000,1216.0000000,61094
SPFB.GOLD,D,20180810,000000,1215.9000000,1221.1000000,1210.6000000,1214.9000000,54963
SPFB.GOLD,D,20180813,000000,1214.8000000,1219.8000000,1195.2000000,1197.6000000,103892
SPFB.GOLD,D,20180814,000000,1197.9000000,1201.9000000,1195.0000000,1197.4000000,42311
SPFB.GOLD,D,20180815,000000,1196.6000000,1196.6000000,1176.4000000,1177.9000000,92536
SPFB.GOLD,D,20180816,000000,1178.2000000,1185.0000000,1176.7000000,1177.8000000,66267
SPFB.GOLD,D,20180817,000000,1177.3000000,1188.3000000,1177.0000000,1187.1000000,56821
SPFB.GOLD,D,20180820,000000,1188.3000000,1194.2000000,1187.5000000,1193.8000000,51998
SPFB.GOLD,D,20180821,000000,1194.0000000,1199.7000000,1190.9000000,1199.3000000,67300
SPFB.GOLD,D,20180822,000000,1198.9000000,1204.4000000,1195.4000000,1198.4000000,63074
SPFB.GOLD,D,20180823,000000,1197.6000000,1197.6000000,1186.0000000,1187.5000000,40270
SPFB.GOLD,D,20180824,000000,1189.3000000,1210.6000000,1189.3000000,1208.7000000,92974
SPFB.GOLD,D,20180827,000000,1207.3000000,1214.8000000,1204.8000000,1213.2000000,56168
SPFB.GOLD,D,20180828,000000,1213.5000000,1216.9000000,1202.0000000,1203.1000000,78896
SPFB.GOLD,D,20180829,000000,1204.6000000,1209.8000000,1203.4000000,1209.0000000,38475
SPFB.GOLD,D,20180830,000000,1208.4000000,1208.8000000,1197.7000000,1202.4000000,56441
SPFB.GOLD,D,20180831,000000,1202.7000000,1211.0000000,1199.9000000,1202.8000000,45563
SPFB.GOLD,D,20180903,000000,1202.5000000,1205.9000000,1200.2000000,1203.5000000,22857
SPFB.GOLD,D,20180904,000000,1202.6000000,1202.6000000,1191.4000000,1192.5000000,56176
SPFB.GOLD,D,20180905,000000,1193.6000000,1199.9000000,1193.4000000,1198.5000000,40697
SPFB.GOLD,D,20180906,000000,1198.5000000,1208.4000000,1198.0000000,1201.3000000,58191
SPFB.GOLD,D,20180907,000000,1202.0000000,1203.9000000,1194.5000000,1196.7000000,51293
SPFB.GOLD,D,20180910,000000,1202.9000000,1207.0000000,1199.4000000,1205.1000000,1759
SPFB.GOLD,D,20180911,000000,1206.5000000,1207.1000000,1196.4000000,1206.7000000,2327
SPFB.GOLD,D,20180912,000000,1205.0000000,1216.5000000,1199.1000000,1213.5000000,2492
SPFB.GOLD,D,20180913,000000,1213.0000000,1220.0000000,1207.2000000,1209.0000000,5789
SPFB.GOLD,D,20180914,000000,1211.5000000,1216.2000000,1200.7000000,1201.7000000,4956
SPFB.GOLD,D,20180917,000000,1202.2000000,1212.6000000,1202.2000000,1208.8000000,6968
SPFB.GOLD,D,20180918,000000,1208.3000000,1210.5000000,1203.9000000,1205.5000000,18020
SPFB.GOLD,D,20180919,000000,1206.1000000,1213.5000000,1204.0000000,1211.6000000,32007
SPFB.GOLD,D,20180920,000000,1211.6000000,1215.6000000,1205.5000000,1214.6000000,51569
SPFB.GOLD,D,20180921,000000,1215.0000000,1218.4000000,1199.0000000,1206.6000000,81589
SPFB.GOLD,D,20180924,000000,1206.1000000,1211.6000000,1203.9000000,1206.4000000,37021
SPFB.GOLD,D,20180925,000000,1207.0000000,1210.3000000,1205.2000000,1208.4000000,19184
SPFB.GOLD,D,20180926,000000,1207.8000000,1208.4000000,1197.5000000,1201.1000000,70751
SPFB.GOLD,D,20180927,000000,1201.3000000,1204.0000000,1188.1000000,1188.6000000,50011
SPFB.GOLD,D,20180928,000000,1188.5000000,1200.3000000,1186.7000000,1197.6000000,47530
SPFB.GOLD,D,20181001,000000,1197.6000000,1198.8000000,1191.2000000,1195.4000000,37529
SPFB.GOLD,D,20181002,000000,1195.7000000,1215.0000000,1195.6000000,1209.8000000,96731
SPFB.GOLD,D,20181003,000000,1210.1000000,1212.6000000,1204.0000000,1204.0000000,53338
SPFB.GOLD,D,20181004,000000,1204.9000000,1214.1000000,1204.2000000,1206.2000000,79391
SPFB.GOLD,D,20181005,000000,1206.0000000,1213.0000000,1203.8000000,1210.9000000,42678
SPFB.GOLD,D,20181008,000000,1210.6000000,1210.6000000,1189.5000000,1194.7000000,75522
SPFB.GOLD,D,20181009,000000,1195.7000000,1197.3000000,1189.8000000,1195.8000000,47039
SPFB.GOLD,D,20181010,000000,1196.0000000,1202.6000000,1191.7000000,1201.8000000,64293
SPFB.GOLD,D,20181011,000000,1201.4000000,1233.2000000,1200.2000000,1232.0000000,196653
SPFB.GOLD,D,20181012,000000,1231.7000000,1231.7000000,1222.2000000,1223.8000000,92932
SPFB.GOLD,D,20181015,000000,1224.3000000,1240.7000000,1224.3000000,1234.2000000,98059
SPFB.GOLD,D,20181016,000000,1234.0000000,1239.6000000,1228.9000000,1230.3000000,74347
SPFB.GOLD,D,20181017,000000,1229.8000000,1236.4000000,1227.9000000,1229.3000000,70786
SPFB.GOLD,D,20181018,000000,1228.2000000,1236.6000000,1225.1000000,1231.6000000,66124
SPFB.GOLD,D,20181019,000000,1231.9000000,1236.7000000,1228.9000000,1232.9000000,42503
SPFB.GOLD,D,20181022,000000,1232.4000000,1233.8000000,1225.5000000,1227.6000000,37405
SPFB.GOLD,D,20181023,000000,1228.5000000,1245.6000000,1228.5000000,1236.5000000,84924
SPFB.GOLD,D,20181024,000000,1236.8000000,1239.5000000,1230.2000000,1238.8000000,53677
SPFB.GOLD,D,20181025,000000,1239.0000000,1242.0000000,1232.8000000,1237.0000000,37914
SPFB.GOLD,D,20181026,000000,1236.7000000,1250.1000000,1236.1000000,1239.0000000,137689
SPFB.GOLD,D,20181029,000000,1238.4000000,1238.4000000,1228.9000000,1234.3000000,70912
SPFB.GOLD,D,20181030,000000,1233.8000000,1233.8000000,1224.5000000,1228.0000000,46104
SPFB.GOLD,D,20181031,000000,1227.5000000,1227.5000000,1216.6000000,1219.6000000,59909
SPFB.GOLD,D,20181101,000000,1220.0000000,1241.9000000,1220.0000000,1237.5000000,63611
SPFB.GOLD,D,20181102,000000,1237.5000000,1241.2000000,1233.8000000,1237.4000000,41252
SPFB.GOLD,D,20181106,000000,1236.4000000,1240.9000000,1228.1000000,1231.4000000,50283
SPFB.GOLD,D,20181107,000000,1232.0000000,1241.0000000,1230.1000000,1230.6000000,44179
SPFB.GOLD,D,20181108,000000,1230.2000000,1231.8000000,1223.9000000,1227.5000000,46389
SPFB.GOLD,D,20181109,000000,1227.0000000,1227.0000000,1210.6000000,1213.5000000,70586
SPFB.GOLD,D,20181112,000000,1212.2000000,1212.2000000,1204.3000000,1204.8000000,54470
SPFB.GOLD,D,20181113,000000,1204.9000000,1207.8000000,1199.4000000,1205.5000000,68233
SPFB.GOLD,D,20181114,000000,1205.7000000,1219.5000000,1201.0000000,1215.1000000,67938
SPFB.GOLD,D,20181115,000000,1215.3000000,1219.5000000,1210.1000000,1215.7000000,58947
SPFB.GOLD,D,20181116,000000,1217.7000000,1228.5000000,1217.2000000,1224.6000000,58266
SPFB.GOLD,D,20181119,000000,1224.3000000,1228.6000000,1221.4000000,1227.0000000,33390
SPFB.GOLD,D,20181120,000000,1226.6000000,1231.6000000,1222.3000000,1223.6000000,58010
SPFB.GOLD,D,20181121,000000,1224.0000000,1233.1000000,1224.0000000,1228.6000000,32848
SPFB.GOLD,D,20181122,000000,1229.4000000,1231.9000000,1228.3000000,1228.7000000,14641
SPFB.GOLD,D,20181123,000000,1228.5000000,1229.0000000,1222.8000000,1225.8000000,31015
SPFB.GOLD,D,20181126,000000,1227.1000000,1230.7000000,1223.8000000,1224.4000000,18233
SPFB.GOLD,D,20181127,000000,1224.0000000,1227.8000000,1213.9000000,1215.7000000,50585
SPFB.GOLD,D,20181128,000000,1215.7000000,1229.6000000,1212.9000000,1223.1000000,52320
SPFB.GOLD,D,20181129,000000,1224.0000000,1231.0000000,1224.0000000,1225.8000000,33372
SPFB.GOLD,D,20181130,000000,1226.0000000,1226.7000000,1217.4000000,1222.8000000,24229
SPFB.GOLD,D,20181203,000000,1223.9000000,1236.5000000,1223.9000000,1232.0000000,54059
SPFB.GOLD,D,20181204,000000,1233.6000000,1243.7000000,1233.6000000,1240.2000000,59371
SPFB.GOLD,D,20181205,000000,1239.1000000,1240.4000000,1234.5000000,1238.8000000,25615
SPFB.GOLD,D,20181206,000000,1237.4000000,1246.0000000,1236.2000000,1239.3000000,43374
SPFB.GOLD,D,20181207,000000,1240.4000000,1251.6000000,1239.3000000,1250.5000000,47388
SPFB.GOLD,D,20181210,000000,1258.9000000,1259.2000000,1252.6000000,1255.6000000,1906
SPFB.GOLD,D,20181211,000000,1257.6000000,1258.9000000,1251.9000000,1252.9000000,2190
SPFB.GOLD,D,20181212,000000,1253.4000000,1257.4000000,1251.7000000,1256.3000000,2472
SPFB.GOLD,D,20181213,000000,1257.2000000,1257.2000000,1250.0000000,1252.0000000,2230
SPFB.GOLD,D,20181214,000000,1250.9000000,1251.2000000,1240.0000000,1247.7000000,8673
SPFB.GOLD,D,20181217,000000,1247.5000000,1257.5000000,1246.9000000,1255.7000000,5656
SPFB.GOLD,D,20181218,000000,1255.1000000,1259.8000000,1255.1000000,1259.4000000,8401
SPFB.GOLD,D,20181219,000000,1259.8000000,1271.8000000,1256.7000000,1257.0000000,56870
SPFB.GOLD,D,20181220,000000,1258.8000000,1278.4000000,1257.0000000,1273.0000000,76246
SPFB.GOLD,D,20181221,000000,1272.5000000,1274.6000000,1264.9000000,1266.2000000,44327
SPFB.GOLD,D,20181224,000000,1268.0000000,1281.4000000,1268.0000000,1280.7000000,32389
SPFB.GOLD,D,20181225,000000,1281.1000000,1284.2000000,1277.0000000,1282.5000000,6429
SPFB.GOLD,D,20181226,000000,1282.7000000,1290.4000000,1275.3000000,1277.6000000,42635
SPFB.GOLD,D,20181227,000000,1278.3000000,1289.9000000,1277.0000000,1285.1000000,36325
SPFB.GOLD,D,20181228,000000,1285.7000000,1293.8000000,1285.7000000,1290.0000000,36106
SPFB.GOLD,D,20181229,000000,1290.1000000,1298.9000000,1288.9000000,1297.3000000,2296
SPFB.GOLD,D,20190103,000000,1297.3000000,1308.2000000,1296.3000000,1305.8000000,29347
SPFB.GOLD,D,20190104,000000,1304.7000000,1306.2000000,1284.4000000,1293.6000000,48937
SPFB.GOLD,D,20190108,000000,1293.0000000,1295.3000000,1287.7000000,1293.5000000,23020
SPFB.GOLD,D,20190109,000000,1292.7000000,1302.7000000,1288.2000000,1302.4000000,33659
SPFB.GOLD,D,20190110,000000,1302.8000000,1305.4000000,1295.0000000,1295.7000000,27187
SPFB.GOLD,D,20190111,000000,1297.4000000,1303.4000000,1294.8000000,1295.9000000,18401
SPFB.GOLD,D,20190114,000000,1297.0000000,1303.3000000,1295.8000000,1299.8000000,34429
SPFB.GOLD,D,20190115,000000,1299.0000000,1301.6000000,1293.9000000,1296.9000000,28127
SPFB.GOLD,D,20190116,000000,1297.1000000,1302.6000000,1295.3000000,1300.5000000,22467
SPFB.GOLD,D,20190117,000000,1300.1000000,1301.9000000,1295.5000000,1299.0000000,23823
SPFB.GOLD,D,20190118,000000,1299.6000000,1299.6000000,1287.4000000,1287.9000000,35117
SPFB.GOLD,D,20190121,000000,1288.6000000,1296.3000000,1282.8000000,1286.1000000,30672
SPFB.GOLD,D,20190122,000000,1286.0000000,1292.3000000,1284.6000000,1290.6000000,34525
SPFB.GOLD,D,20190123,000000,1290.6000000,1293.4000000,1285.1000000,1289.9000000,27360
SPFB.GOLD,D,20190124,000000,1289.2000000,1290.5000000,1283.2000000,1287.4000000,29537
SPFB.GOLD,D,20190125,000000,1288.2000000,1306.8000000,1288.2000000,1305.6000000,47036
SPFB.GOLD,D,20190128,000000,1306.0000000,1310.7000000,1303.8000000,1309.6000000,39329
SPFB.GOLD,D,20190129,000000,1310.0000000,1318.1000000,1310.0000000,1316.6000000,37899
SPFB.GOLD,D,20190130,000000,1317.5000000,1329.4000000,1315.3000000,1324.7000000,43371
SPFB.GOLD,D,20190131,000000,1324.9000000,1332.3000000,1323.2000000,1326.4000000,33671
SPFB.GOLD,D,20190201,000000,1325.5000000,1329.5000000,1321.9000000,1325.2000000,30557
SPFB.GOLD,D,20190204,000000,1324.0000000,1324.0000000,1313.8000000,1318.3000000,23632
SPFB.GOLD,D,20190205,000000,1319.1000000,1322.1000000,1315.6000000,1320.3000000,24377
SPFB.GOLD,D,20190206,000000,1319.4000000,1321.1000000,1311.1000000,1311.9000000,26487
SPFB.GOLD,D,20190207,000000,1311.6000000,1316.6000000,1308.2000000,1314.5000000,24180
SPFB.GOLD,D,20190208,000000,1314.1000000,1320.5000000,1312.5000000,1319.2000000,25803
SPFB.GOLD,D,20190211,000000,1318.9000000,1318.9000000,1307.9000000,1312.8000000,27377
SPFB.GOLD,D,20190212,000000,1313.9000000,1319.1000000,1312.8000000,1316.1000000,29134
SPFB.GOLD,D,20190213,000000,1316.7000000,1332.9000000,1310.0000000,1310.7000000,49648
SPFB.GOLD,D,20190214,000000,1311.4000000,1319.2000000,1306.0000000,1317.0000000,48223
SPFB.GOLD,D,20190215,000000,1317.8000000,1326.6000000,1317.8000000,1326.6000000,38182
SPFB.GOLD,D,20190218,000000,1326.6000000,1331.5000000,1325.3000000,1330.7000000,19046
SPFB.GOLD,D,20190219,000000,1329.8000000,1345.8000000,1326.5000000,1343.9000000,48866
SPFB.GOLD,D,20190220,000000,1344.0000000,1349.7000000,1340.2000000,1343.2000000,45559
SPFB.GOLD,D,20190221,000000,1342.5000000,1343.6000000,1327.1000000,1327.5000000,53185
SPFB.GOLD,D,20190222,000000,1327.8000000,1335.8000000,1323.8000000,1331.1000000,39154
SPFB.GOLD,D,20190225,000000,1332.7000000,1335.2000000,1327.4000000,1330.4000000,27908
SPFB.GOLD,D,20190226,000000,1329.8000000,1331.8000000,1325.6000000,1331.0000000,26464
SPFB.GOLD,D,20190227,000000,1330.0000000,1330.9000000,1319.1000000,1322.7000000,39893
SPFB.GOLD,D,20190228,000000,1322.1000000,1329.2000000,1315.2000000,1316.7000000,53492
SPFB.GOLD,D,20190301,000000,1316.5000000,1316.5000000,1293.6000000,1293.8000000,93913
SPFB.GOLD,D,20190304,000000,1295.5000000,1297.0000000,1284.7000000,1289.6000000,86057
SPFB.GOLD,D,20190305,000000,1289.1000000,1289.8000000,1282.8000000,1289.3000000,44181
SPFB.GOLD,D,20190306,000000,1289.5000000,1292.6000000,1285.1000000,1288.6000000,34709
SPFB.GOLD,D,20190307,000000,1287.5000000,1290.1000000,1282.0000000,1286.5000000,35830
SPFB.GOLD,D,20190311,000000,1301.4000000,1309.9000000,1301.4000000,1304.9000000,3226
SPFB.GOLD,D,20190312,000000,1307.4000000,1314.0000000,1305.8000000,1313.5000000,2300
SPFB.GOLD,D,20190313,000000,1314.0000000,1322.8000000,1314.0000000,1321.1000000,3143
SPFB.GOLD,D,20190314,000000,1319.4000000,1319.4000000,1304.4000000,1307.7000000,5191
SPFB.GOLD,D,20190315,000000,1309.9000000,1317.6000000,1309.9000000,1313.3000000,4785
SPFB.GOLD,D,20190318,000000,1314.6000000,1317.7000000,1312.2000000,1315.0000000,2855
SPFB.GOLD,D,20190319,000000,1316.4000000,1321.4000000,1314.6000000,1318.3000000,10853
SPFB.GOLD,D,20190320,000000,1318.3000000,1328.8000000,1310.8000000,1324.3000000,35488
SPFB.GOLD,D,20190321,000000,1326.5000000,1331.6000000,1314.5000000,1320.0000000,54478
SPFB.GOLD,D,20190322,000000,1320.9000000,1325.0000000,1319.3000000,1323.4000000,33061
SPFB.GOLD,D,20190325,000000,1323.5000000,1332.4000000,1323.5000000,1329.2000000,49737
SPFB.GOLD,D,20190326,000000,1328.5000000,1328.5000000,1320.7000000,1322.8000000,37510
SPFB.GOLD,D,20190327,000000,1323.4000000,1327.2000000,1316.7000000,1318.0000000,47715
SPFB.GOLD,D,20190328,000000,1318.5000000,1320.1000000,1297.3000000,1299.5000000,69255
SPFB.GOLD,D,20190329,000000,1299.3000000,1308.2000000,1293.5000000,1301.3000000,56717
SPFB.GOLD,D,20190401,000000,1301.0000000,1305.7000000,1295.1000000,1296.5000000,61103
SPFB.GOLD,D,20190402,000000,1295.6000000,1299.8000000,1294.0000000,1299.8000000,35114
SPFB.GOLD,D,20190403,000000,1299.9000000,1302.6000000,1296.7000000,1297.2000000,37876
SPFB.GOLD,D,20190404,000000,1298.5000000,1301.8000000,1288.9000000,1299.6000000,59866
SPFB.GOLD,D,20190405,000000,1299.4000000,1301.0000000,1292.2000000,1299.3000000,47777
SPFB.GOLD,D,20190408,000000,1299.5000000,1311.5000000,1299.5000000,1306.1000000,36145
SPFB.GOLD,D,20190409,000000,1305.7000000,1314.0000000,1305.1000000,1311.1000000,28547
SPFB.GOLD,D,20190410,000000,1312.4000000,1318.0000000,1307.5000000,1315.1000000,41150
SPFB.GOLD,D,20190411,000000,1314.3000000,1314.3000000,1296.3000000,1299.1000000,49020
SPFB.GOLD,D,20190412,000000,1299.4000000,1302.4000000,1296.3000000,1296.8000000,28423
SPFB.GOLD,D,20190415,000000,1296.2000000,1296.5000000,1288.5000000,1293.7000000,43136
SPFB.GOLD,D,20190416,000000,1293.8000000,1293.8000000,1279.1000000,1283.1000000,66316
SPFB.GOLD,D,20190417,000000,1283.5000000,1285.5000000,1278.3000000,1280.1000000,36444
SPFB.GOLD,D,20190418,000000,1279.1000000,1282.7000000,1276.2000000,1280.3000000,39212
SPFB.GOLD,D,20190419,000000,1280.8000000,1281.8000000,1279.5000000,1281.5000000,4713
SPFB.GOLD,D,20190422,000000,1281.5000000,1285.1000000,1278.7000000,1280.3000000,29803
SPFB.GOLD,D,20190423,000000,1279.5000000,1279.5000000,1271.2000000,1277.2000000,49111
SPFB.GOLD,D,20190424,000000,1276.5000000,1282.9000000,1274.2000000,1280.7000000,38079
SPFB.GOLD,D,20190425,000000,1281.4000000,1288.2000000,1280.2000000,1282.5000000,35436
SPFB.GOLD,D,20190426,000000,1282.9000000,1294.1000000,1278.4000000,1290.4000000,42770
SPFB.GOLD,D,20190429,000000,1290.0000000,1290.0000000,1282.8000000,1284.1000000,27871
SPFB.GOLD,D,20190430,000000,1284.5000000,1290.8000000,1284.5000000,1288.0000000,31746
SPFB.GOLD,D,20190502,000000,1287.9000000,1287.9000000,1270.8000000,1275.1000000,36512
SPFB.GOLD,D,20190503,000000,1275.7000000,1286.2000000,1272.6000000,1283.1000000,56744
SPFB.GOLD,D,20190506,000000,1283.3000000,1288.4000000,1280.9000000,1284.7000000,27373
SPFB.GOLD,D,20190507,000000,1285.7000000,1289.9000000,1282.5000000,1288.4000000,44099
